Ano,D.Y,P/L,PEG RATIO,P/VP,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,VPA,P/ATIVO,LPA,P/SR,P/CAP.GIRO,P/ATIVO CIRC. LIQ.,Dív. líquida/PL,Dív. líquida/EBITDA,Dív. líquida/EBIT,PL/Ativos,Passivos/Ativos,Liq. corrente,M. Bruta,M. EBITDA,M. EBIT,M. Líquida,ROE,ROA,ROIC,Giro ativos,CAGR Receitas 5 anos,CAGR Lucros 5 anos,Ticker,Tipo
2016,-,-,-,-,"18,89","-40,00",-,-,"45,12",-,"-3,15",-,-,-,"1,74","9,77","-20,68","0,18","0,82","1,15","40,40%","13,30%","-6,28%","-5,20%","-6,98%","-1,23%","-6,42%","0,24","0,04%",-%,E1TR34,bdrs
2015,-,-,-,-,"13,19","-80,16",-,-,"53,68",-,"-0,99",-,-,-,"1,23","6,48","-39,40","0,21","0,79","1,32","66,62%","15,79%","-2,60%","-1,53%","-1,84%","-0,40%","-4,15%","0,26","3,06%","-5,24%",E1TR34,bdrs
2014,-,-,-,-,"6,48","13,35",-,-,"55,97",-,"5,21",-,-,-,"1,09","2,66","5,48","0,22","0,78","1,14","63,60%","33,09%","16,06%","7,53%","9,31%","2,03%","6,29%","0,27","-2,75%","-10,22%",E1TR34,bdrs
2013,-,-,-,-,"6,75","16,76",-,-,"54,55",-,"3,99",-,-,-,"1,18","3,40","8,44","0,22","0,78","0,97","64,88%","29,56%","11,90%","6,25%","7,32%","1,64%","5,16%","0,26",-%,-%,E1TR34,bdrs
ATUAL,"2,38%","11,30",-,-,"10,18","13,81","6,29","8,53","0,00","0,74","2,10","1,16","-21,65","-0,90",-,"3,58","4,85","0,00","0,64","0,84","12,85%","18,47%","13,62%","10,28%",-%,"6,53%","20,02%","0,64","12,13%","15,75%",E2PD34,bdrs
2021,"1,24%","10,16",-,-,"9,05","12,22","5,71","7,71","0,00","0,70","2,13","1,15","28,62","-0,87",-,"3,25","4,39","0,00","0,62","1,14","14,04%","20,21%","14,97%","11,36%",-%,"6,86%","20,27%","0,60","0,13%","10,76%",E2PD34,bdrs
2020,-,-,-,-,"10,09","14,23",-,-,"0,00",-,"1,73",-,-,-,-,"4,08","5,76","0,00","0,62","1,10","17,75%","26,18%","18,56%","13,88%",-%,"5,89%","16,30%","0,42","-7,32%","10,50%",E2PD34,bdrs
2019,-,-,-,-,"11,23","14,89",-,-,"0,00",-,"2,10",-,-,-,-,"3,45","4,57","0,00","0,60","0,86","17,47%","24,17%","18,22%","14,00%",-%,"7,44%","21,37%","0,53","-5,20%","9,95%",E2PD34,bdrs
2018,-,-,-,-,"11,07","14,75",-,-,"0,00",-,"1,91",-,-,-,-,"3,61","4,80","0,00","0,58","0,85","14,06%","19,67%","14,77%","11,42%",-%,"7,32%","20,27%","0,64","-7,24%","2,96%",E2PD34,bdrs
2017,-,-,-,-,"14,87","21,20",-,-,"0,00",-,"1,30",-,-,-,-,"4,48","6,38","0,00","0,59","0,70","12,60%","18,84%","13,22%","9,57%",-%,"5,14%","15,52%","0,54","-12,27%","4,19%",E2PD34,bdrs
2016,-,-,-,-,"15,83","22,73",-,-,"0,00",-,"1,19",-,-,-,-,"4,70","6,75","0,00","0,58","0,79","14,68%","22,20%","15,46%","10,92%",-%,"4,81%","14,47%","0,44","-4,34%","51,03%",E2PD34,bdrs
2015,-,-,-,-,"50,96","72,79",-,-,"102,32",-,"1,26",-,-,-,"1,01","40,83","58,31","0,42","0,58","0,60","12,43%","18,71%","13,10%","9,33%","1,23%","0,52%","0,86%","0,06","13,45%","68,68%",E2PD34,bdrs
2014,-,-,-,-,"17,31","23,55",-,-,"10,19",-,"1,44",-,-,-,"0,97","3,72","5,05","0,42","0,58","0,70","7,78%","10,71%","7,87%","5,81%","14,15%","5,91%","9,66%","1,02","6,12%","73,75%",E2PD34,bdrs
2013,-,-,-,-,"16,61","22,44",-,-,"8,30",-,"1,40",-,-,-,"1,04","3,44","4,64","0,38","0,62","0,85","7,31%","9,82%","7,26%","5,44%","16,82%","6,47%","10,77%","1,19",-%,-%,E2PD34,bdrs
ATUAL,"4,86%","14,15",-,"2,87","6,77","11,03","6,64","10,81","36,78","1,63","7,47","3,27","27,96","-2,09","0,06","0,14","0,24","0,57","0,43","1,35","86,08%","49,26%","30,26%","23,12%","20,32%","11,49%","16,94%","0,50","19,50%",-%,E1OG34,bdrs
2021,"2,91%","11,56",-,"2,43","5,34","8,54","5,52","8,82","37,90","1,41","7,97","2,89","11,87","-1,82","0,01","0,02","0,03","0,58","0,42","2,12","86,28%","52,37%","32,78%","25,02%","21,03%","12,20%","17,57%","0,49","4,73%",-%,E1OG34,bdrs
2020,"1,84%","-48,76",-,"1,45","11,02","-59,16","10,28","-55,22","34,80","0,82","-1,04","2,67","12,27","-0,98","0,12","0,87","-4,66","0,57","0,43","1,69","79,54%","25,98%","-4,84%","-5,48%","-2,98%","-1,69%","-2,56%","0,31","-0,74%","-1,27%",E1OG34,bdrs
2019,-,-,-,-,"6,94","13,91",-,-,"37,20",-,"4,70",-,-,-,"0,15","0,42","0,85","0,58","0,42","1,18","85,01%","43,04%","21,46%","15,74%","12,64%","7,37%","10,88%","0,47","3,58%","9,25%",E1OG34,bdrs
2018,-,-,-,-,"6,96","12,28",-,-,"33,39",-,"5,90",-,-,-,"0,23","0,57","1,01","0,57","0,43","1,36","85,72%","45,85%","25,97%","19,79%","17,66%","10,08%","14,40%","0,51","-0,83%","35,27%",E1OG34,bdrs
2017,-,-,-,-,"15,65","72,68",-,-,"28,16",-,"4,47",-,-,-,"0,34","1,29","5,99","0,55","0,45","1,20","82,75%","38,77%","8,35%","23,04%","15,86%","8,66%","-4,34%","0,38","-5,45%",-%,E1OG34,bdrs
2016,-,-,-,-,"27,98","-49,95",-,-,"24,25",-,"-1,90",-,-,-,"0,39","2,39","-4,27","0,48","0,52","1,67","76,28%","29,77%","-16,68%","-14,33%","-7,84%","-3,74%","-8,26%","0,26","7,50%",-%,E1OG34,bdrs
2015,-,-,-,-,"-1.770,03","-892,80",-,-,"2.354,53",-,"-8,23",-,-,-,"4,58","-1.758,49","-886,98","0,48","0,52","1,42","100,00%","-38,51%","-76,35%","-51,66%","-0,35%","-0,17%","-0,11%","0,00","30,38%","39,77%",E1OG34,bdrs
2014,-,-,-,-,"418,51","737,64",-,-,"3.232,17",-,"5,32",-,-,-,"2,15","413,05","728,02","0,51","0,49","1,60","100,00%","51,23%","29,06%","16,17%","0,16%","0,08%","0,04%","0,01","15,24%","-2,05%",E1OG34,bdrs
2013,-,-,-,-,"6,93","13,71",-,-,"28,24",-,"4,02",-,-,-,"0,30","0,63","1,25","0,50","0,50","1,42","100,00%","50,23%","25,37%","15,17%","14,25%","7,19%","11,42%","0,47",-%,-%,E1OG34,bdrs
ATUAL,"0,58%","29,32",-,"5,85","17,58","25,53","13,63","19,79","31,34","1,97","6,25","4,42","-20,77","-2,21","1,46","3,41","4,96","0,34","0,66","0,54","59,58%","32,42%","22,32%","15,06%","19,94%","6,71%","9,50%","0,45","9,38%","8,77%",E1FX34,bdrs
2021,"0,35%","48,12",-,"9,99","25,76","37,29","22,60","32,71","29,36","3,24","6,10","7,27","-30,60","-3,61","1,41","3,20","4,63","0,32","0,68","0,49","59,77%","32,18%","22,23%","15,11%","20,76%","6,74%","10,07%","0,45","9,15%","3,92%",E1FX34,bdrs
2020,"0,75%","39,94",-,"6,56",-,"31,63",-,"25,12","26,05","2,16","4,28","5,03","-4.327,19","-2,91","0,85",-,"3,26","0,33","0,67","1,00","57,91%",-%,"20,03%","12,60%","16,42%","5,41%","8,85%","0,43","7,56%",-%,E1FX34,bdrs
2019,-,-,-,-,"1.246,72","-62,08",-,-,"21,30",-,"-3,29",-,-,-,"1,16","186,33","-9,28","0,33","0,67","0,89","56,62%","0,46%","-9,16%","-11,37%","-15,47%","-5,04%","-6,06%","0,44","8,17%","-3,15%",E1FX34,bdrs
2018,-,-,-,-,"17,59","29,67",-,-,"25,77",-,"2,49",-,-,-,"0,78","3,11","5,25","0,43","0,57","1,09","57,79%","22,73%","13,48%","8,79%","9,65%","4,19%","7,14%","0,48","10,16%","16,63%",E1FX34,bdrs
2017,-,-,-,-,"14,62","19,69",-,-,"26,44",-,"4,89",-,-,-,"0,75","2,09","2,82","0,44","0,56","0,60","63,99%","33,62%","24,97%","17,47%","18,50%","8,12%","11,75%","0,46","10,68%","15,98%",E1FX34,bdrs
2016,-,-,-,-,"15,34","20,36",-,-,"22,23",-,"4,08",-,-,-,"0,96","2,34","3,10","0,40","0,60","0,53","64,60%","34,63%","26,08%","15,54%","18,36%","7,33%","11,01%","0,47","7,45%","9,98%",E1FX34,bdrs
2015,-,-,-,-,"15,93","20,52",-,-,"19,84",-,"3,62",-,-,-,"0,44","1,17","1,51","0,52","0,48","0,93","66,68%","33,56%","26,05%","16,11%","18,26%","9,53%","14,11%","0,59","7,26%","9,45%",E1FX34,bdrs
2014,-,-,-,-,"12,78","16,87",-,-,"18,53",-,"3,05",-,-,-,"0,46","1,21","1,59","0,48","0,52","0,72","65,33%","34,58%","26,19%","15,08%","16,44%","7,88%","12,96%","0,52",-%,-%,E1FX34,bdrs
2013,-,-,-,-,"11,62","15,24",-,-,"19,24",-,"2,89",-,-,-,"0,39","1,13","1,49","0,52","0,48","0,98","65,83%","34,79%","26,53%","15,27%","15,03%","7,75%","12,11%","0,51",-%,-%,E1FX34,bdrs
ATUAL,"1,23%","7,53",-,"0,34","27,02","76,99","1,40","3,99","120,22","0,13","5,40","0,55","2,54","-0,15","1,11","4,60","13,11","0,39","0,61","1,91","47,19%","38,99%","13,69%","7,25%","4,49%","1,75%","3,30%","0,24","12,93%","31,58%",EQIX34,bdrs
2021,"0,89%","9,49",-,"0,44","33,92","93,98","1,81","5,02","120,15","0,17","5,52","0,72","3,51","-0,19","1,12","4,66","12,91","0,39","0,61","1,84","47,67%","39,46%","14,24%","7,54%","4,60%","1,79%","3,39%","0,24","17,09%","14,51%",EQIX34,bdrs
2020,"12,87%","10,57",-,"0,37","31,47","80,56","1,65","4,23","119,35","0,14","4,15","0,65","6,69","-0,16","1,01","4,53","11,60","0,39","0,61","1,29","48,75%","39,37%","15,38%","6,16%","3,48%","1,37%","3,38%","0,22","17,88%",-%,EQIX34,bdrs
2019,"6,94%","6,15",-,"0,35","23,92","50,40","1,26","2,66","103,67","0,13","5,95","0,56","4,37","-0,15","1,05","3,77","7,94","0,37","0,63","1,33","49,48%","44,41%","21,08%","9,12%","5,74%","2,12%","4,93%","0,23","18,69%","31,00%",EQIX34,bdrs
2018,-,-,-,-,"17,65","40,61",-,-,"89,80",-,"4,54",-,-,-,"1,44","4,75","10,92","0,36","0,64","1,00","48,63%","43,29%","18,82%","7,20%","5,06%","1,80%","4,86%","0,25","18,28%","10,72%",EQIX34,bdrs
2017,-,-,-,-,"24,06","57,60",-,-,"87,56",-,"2,98",-,-,-,"1,26","4,71","11,29","0,37","0,63","1,81","49,80%","41,95%","17,52%","5,33%","3,40%","1,25%","4,20%","0,23","18,20%","5,99%",EQIX34,bdrs
2016,-,-,-,-,"22,38","57,10",-,-,"61,16",-,"1,78",-,-,-,"1,38","4,27","10,88","0,35","0,65","1,43","49,59%","38,99%","15,28%","3,51%","2,90%","1,01%","4,55%","0,29","17,91%","38,47%",EQIX34,bdrs
2015,-,-,-,-,"19,46","38,04",-,-,"44,30",-,"3,03",-,-,-,"1,04","2,56","5,01","0,27","0,73","1,97","52,62%","40,68%","20,81%","6,89%","6,84%","1,81%","6,55%","0,26","22,59%",-%,EQIX34,bdrs
2014,-,-,-,-,"16,06","31,83",-,-,"40,24",-,"-4,60",-,-,-,"1,51","3,39","6,72","0,29","0,71","2,32","50,98%","41,31%","20,84%","-10,62%","-11,43%","-3,34%","2,40%","0,31",-%,-%,EQIX34,bdrs
2013,-,-,-,-,"13,40","26,66",-,-,"49,40",-,"1,90",-,-,-,"1,41","3,77","7,50","0,33","0,67","1,63","50,56%","42,61%","21,41%","4,40%","3,85%","1,26%","6,79%","0,29",-%,-%,EQIX34,bdrs
ATUAL,"1,83%","9,50",-,"2,51",-,"1,41",-,"2,32","13,41","0,68","3,54","0,99","4,32","-1,29","-0,97",-,"-0,90","0,27","0,73","1,51","62,18%",-%,"42,68%","10,41%","26,41%","7,19%","30,55%","0,69","14,20%",-%,E1QN34,bdrs
2021,"1,40%","10,09",-,"2,22","1,95","2,65","1,94","2,64","12,07","0,59","2,65","0,98","3,70","-1,02","0,05","0,04","0,06","0,27","0,73","1,60","50,69%","50,17%","36,97%","9,66%","21,98%","5,83%","12,84%","0,60","-5,16%",-%,E1QN34,bdrs
2020,"0,39%","-9,55",-,"1,55","5,68","-24,49","4,24","-18,31","10,41","0,43","-1,69","1,15","4,24","-0,58","0,50","1,36","-5,86","0,28","0,72","1,62","34,83%","27,03%","-6,27%","-12,01%","-16,23%","-4,51%","-5,92%","0,38","-8,72%","-13,72%",E1QN34,bdrs
2019,-,-,-,-,"3,45","7,69",-,-,"12,47",-,"0,56",-,-,-,"0,41","0,71","1,57","0,35","0,65","1,27","37,70%","38,06%","17,07%","2,94%","4,50%","1,57%","4,67%","0,53","-6,27%","2,09%",E1QN34,bdrs
2018,-,-,-,-,"2,81","4,11",-,-,"12,91",-,"2,26",-,-,-,"0,27","0,39","0,58","0,38","0,62","1,57","38,84%","37,12%","25,35%","9,60%","17,54%","6,70%","12,42%","0,70","-13,30%","-17,25%",E1QN34,bdrs
2017,-,-,-,-,"3,78","6,06",-,-,"12,04",-,"1,39",-,-,-,"0,40","0,69","1,11","0,36","0,64","1,43","39,36%","37,67%","23,49%","7,54%","11,54%","4,14%","8,03%","0,55","-17,53%",-%,E1QN34,bdrs
2016,-,-,-,-,"6,85","-437,45",-,-,"10,85",-,"-0,90",-,-,-,"0,54","1,66","-106,07","0,34","0,66","1,51","33,18%","24,89%","-0,39%","-6,35%","-8,27%","-2,78%","-4,32%","0,44","-7,34%",-%,E1QN34,bdrs
2015,-,-,-,-,"3,09","40,82",-,-,"12,70",-,"-1,64",-,-,-,"0,29","0,64","8,42","0,37","0,63","1,83","55,98%","30,32%","2,29%","-8,71%","-12,88%","-4,73%","-5,49%","0,54","6,06%","6,43%",E1QN34,bdrs
2014,-,-,-,-,"1,90","3,60",-,-,"16,17",-,"1,22",-,-,-,"0,16","0,25","0,47","0,39","0,61","1,42","51,66%","34,05%","18,01%","3,90%","7,55%","2,92%","4,90%","0,75",-%,-%,E1QN34,bdrs
2013,-,-,-,-,"2,15","3,16",-,-,"19,12",-,"2,14",-,-,-,"0,12","0,18","0,26","0,40","0,60","1,43","51,76%","35,72%","24,36%","6,26%","11,21%","4,51%","10,76%","0,72",-%,-%,E1QN34,bdrs
ATUAL,"2,29%","20,18",-,"2,51","13,41","20,55","10,40","15,93","28,76","1,30","3,57","10,76",-,"-1,30","0,75","3,11","4,77","0,52","0,46",-,"61,96%","103,41%","67,50%","53,30%","12,42%","6,45%","8,93%","0,12","0,31%","-20,84%",E1QR34,bdrs
2021,"1,78%","25,43",-,"3,09","16,44","24,99","13,22","20,10","29,17","1,60","3,54","13,72",-,"-1,60","0,73","3,15","4,78","0,52","0,46",-,"61,49%","103,78%","68,27%","53,97%","12,14%","6,28%","8,68%","0,12","-1,30%","1,14%",E1QR34,bdrs
2020,"2,08%","24,07",-,"2,08","13,53","22,43","9,86","16,35","28,28","1,08","2,45","8,52",-,"-1,08","0,76","3,60","5,97","0,52","0,46",-,"64,37%","86,41%","52,13%","35,41%","8,65%","4,49%","7,19%","0,13","0,65%","9,05%",E1QR34,bdrs
2019,-,-,-,-,"17,40","28,78",-,-,"28,39",-,"2,60",-,-,-,"0,85","4,01","6,63","0,50","0,50","0,28","66,37%","83,08%","50,22%","35,81%","9,17%","4,57%","6,92%","0,13","1,55%","-18,56%",E1QR34,bdrs
2018,-,-,-,-,"16,90","29,67",-,-,"28,23",-,"1,78",-,-,-,"0,84","4,48","7,86","0,51","0,49","0,29","65,88%","75,94%","43,26%","25,38%","6,29%","3,21%","5,80%","0,13","7,18%","-6,19%",E1QR34,bdrs
2017,-,-,-,-,"18,14","32,20",-,-,"28,50",-,"1,63",-,-,-,"0,85","5,00","8,87","0,51","0,49","0,29","66,57%","72,15%","40,65%","24,29%","5,73%","2,92%","5,17%","0,12","9,72%","37,28%",E1QR34,bdrs
2016,-,-,-,-,"20,26","37,90",-,-,"28,61",-,"11,73",-,-,-,"0,85","5,56","10,41","0,51","0,49","0,37","66,76%","66,02%","35,29%","176,81%","41,00%","20,72%","4,39%","0,12","10,39%","26,24%",E1QR34,bdrs
2015,-,-,-,-,"22,60","40,23",-,-,"29,36",-,"2,37",-,-,-,"1,02","6,05","10,78","0,46","0,54","0,36","67,02%","65,46%","36,77%","31,45%","8,07%","3,74%","4,66%","0,12","9,78%","12,52%",E1QR34,bdrs
2014,-,-,-,-,"21,70","39,97",-,-,"29,55",-,"1,73",-,-,-,"1,01","6,36","11,72","0,47","0,53","0,36","66,21%","64,93%","35,25%","23,99%","5,86%","2,73%","4,27%","0,11",-%,-%,E1QR34,bdrs
2013,-,-,-,-,"20,82","57,40",-,-,"30,09",-,"5,07",-,-,-,"0,99","7,59","20,91","0,47","0,53","0,49","65,06%","59,14%","21,46%","76,49%","16,84%","8,00%","2,37%","0,10",-%,-%,E1QR34,bdrs
ATUAL,"2,02%","9,74",-,"2,14",-,"5,22",-,"7,02","3,53","0,73","0,77","0,93","3,56","-2,01","-0,55",-,"-1,81","0,34","0,66","1,47","43,26%",-%,"13,26%","9,55%","21,95%","7,45%","21,37%","0,78","-0,28%","66,12%",E1RI34,bdrs
2021,"1,34%","14,28",-,"3,02","10,32","10,32","11,21","11,21","3,61","1,07","0,76","1,41","6,86","-2,51","-0,24","-0,88","-0,88","0,36","0,65","1,38","43,37%","12,59%","12,59%","9,89%","21,13%","7,52%","15,33%","0,76","-0,70%","5,94%",E1RI34,bdrs
2020,-%,"18,52",-,"3,77","11,60","11,60","11,99","11,99","3,17","1,20","0,64","1,40","9,20","-2,68","-0,13","-0,40","-0,40","0,32","0,69","1,31","40,33%","11,71%","11,71%","7,58%","20,33%","6,49%","13,97%","0,86","-6,34%","-32,61%",E1RI34,bdrs
2019,-,-,-,-,"12,81","23,76",-,-,"2,62",-,"0,07",-,-,-,"-0,29","-1,20","-2,23","0,30","0,70","1,32","37,33%","8,63%","4,65%","0,98%","2,72%","0,80%","3,31%","0,82","-7,02%",-%,E1RI34,bdrs
2018,-,-,-,-,"26,54","192,98",-,-,"3,07",-,"-0,23",-,-,-,"-0,16","-1,57","-11,39","0,33","0,67","1,45","32,35%","4,28%","0,59%","-3,10%","-7,44%","-2,43%","-3,01%","0,78","-6,85%",-%,E1RI34,bdrs
2017,-,-,-,-,"-11,55","-4,58",-,-,"3,58",-,"-1,26",-,-,-,"-0,12","0,80","0,32","0,38","0,62","1,59","22,13%","-7,51%","-18,94%","-17,49%","-35,14%","-13,51%","-32,44%","0,77","-5,76%","-36,48%",E1RI34,bdrs
2016,-,-,-,-,"8,64","20,83",-,-,"5,03",-,"0,06",-,-,-,"-0,23","-2,08","-5,02","0,50","0,50","1,85","29,81%","6,82%","2,83%","0,77%","1,22%","0,61%","2,62%","0,79","0,70%","0,56%",E1RI34,bdrs
2015,-,-,-,-,"6,86","10,08",-,-,"5,38",-,"0,49",-,-,-,"-0,30","-1,36","-2,00","0,52","0,48","2,18","34,76%","12,97%","8,83%","5,49%","9,19%","4,76%","9,17%","0,87","4,12%","25,45%",E1RI34,bdrs
2014,-,-,-,-,"8,14","12,94",-,-,"6,56",-,"0,52",-,-,-,"-0,35","-1,88","-2,99","0,49","0,51","2,00","36,15%","11,73%","7,37%","5,07%","7,96%","3,94%","7,26%","0,78",-%,-%,E1RI34,bdrs
2013,-,-,-,-,"7,22","11,33",-,-,"6,74",-,"0,57",-,-,-,"-0,39","-1,97","-3,08","0,53","0,47","2,09","33,59%","12,31%","7,85%","5,28%","8,48%","4,46%","7,89%","0,84",-%,-%,E1RI34,bdrs
ATUAL,"2,19%","43,63",-,"2,88","21,11","41,16","15,65","30,51","91,18","1,34","6,02","11,70",-,"-1,34","1,00","5,45","10,62","0,47","0,53",-,"66,72%","74,73%","38,33%","26,81%","6,60%","3,08%","4,67%","0,11","2,17%","8,96%",E1SS34,bdrs
2021,"1,57%","46,79",-,"3,81","22,52","38,02","17,60","29,72","91,86","1,76","7,49","15,87",-,"-1,76","1,04","4,82","8,14","0,46","0,54",-,"66,58%","90,15%","53,39%","33,91%","8,15%","3,76%","6,25%","0,11","4,60%","22,81%",E1SS34,bdrs
2020,"2,32%","27,36",-,"2,59","16,01","25,77","11,49","18,50","92,02","1,20","8,72","10,41",-,"-1,20","1,03","4,58","7,37","0,46","0,53",-,"68,25%","90,55%","56,25%","38,03%","9,48%","4,40%","6,85%","0,12","8,50%","30,32%",E1SS34,bdrs
2019,-,-,-,-,"27,09","52,88",-,-,"96,90",-,"6,65",-,-,-,"0,89","6,06","11,83","0,50","0,50","1,36","70,51%","64,73%","33,17%","30,08%","6,86%","3,46%","3,97%","0,11","18,05%","20,94%",E1SS34,bdrs
2018,-,-,-,-,"23,80","48,11",-,-,"96,78",-,"5,91",-,-,-,"0,85","6,00","12,12","0,52","0,48","1,76","70,26%","64,98%","32,15%","27,87%","6,10%","3,15%","3,75%","0,11","20,58%","29,30%",E1SS34,bdrs
2017,-,-,-,-,"24,12","48,30",-,-,"96,87",-,"6,56",-,-,-,"0,88","6,29","12,60","0,51","0,49","1,27","70,27%","65,57%","32,74%","31,75%","6,77%","3,47%","3,69%","0,11","22,59%","59,07%",E1SS34,bdrs
2016,-,-,-,-,"24,76","49,02",-,-,"96,04",-,"6,28",-,-,-,"0,86","6,47","12,82","0,52","0,48","1,53","69,94%","64,38%","32,52%","31,77%","6,53%","3,37%","3,55%","0,11","23,83%","46,37%",E1SS34,bdrs
2015,-,-,-,-,"27,90","63,43",-,-,"95,96",-,"3,44",-,-,-,"0,82","6,90","15,69","0,53","0,47","1,08","69,57%","63,03%","27,73%","18,99%","3,58%","1,89%","2,84%","0,10","18,88%","7,29%",E1SS34,bdrs
2014,-,-,-,-,"33,81","90,29",-,-,"95,96",-,"1,83",-,-,-,"0,81","9,26","24,74","0,53","0,47","0,89","67,81%","55,42%","20,75%","12,04%","1,90%","1,01%","1,80%","0,08",-%,-%,E1SS34,bdrs
2013,-,-,-,-,"21,80","44,72",-,-,"52,65",-,"3,96",-,-,-,"1,49","7,70","15,79","0,39","0,61","1,82","67,68%","63,39%","30,91%","24,70%","7,53%","2,91%","3,75%","0,12",-%,-%,E1SS34,bdrs
ATUAL,"0,63%","26,73",-,"14,59","18,57","21,76","18,21","21,33","17,21","4,20","9,39","4,95","21,96","-7,56","0,26","0,33","0,39","0,29","0,67","1,75","76,48%","27,20%","23,22%","18,53%","54,57%","15,71%","30,50%","0,85","7,56%","20,82%",ELCI34,bdrs
2021,"0,39%","46,26",-,"21,92","32,16","38,13","31,95","37,89","16,86","6,04","7,99","8,19","29,70","-10,88","0,10","0,15","0,17","0,28","0,68","1,84","76,36%","25,62%","21,61%","17,70%","47,38%","13,06%","26,22%","0,74","5,81%","-8,88%",ELCI34,bdrs
2020,"0,50%","141,34",-,"24,57","53,56","80,67","53,18","80,10","10,88","5,44","1,89","6,76","26,04","-10,88","0,28","0,61","0,92","0,22","0,78","1,72","75,15%","12,72%","8,44%","4,79%","17,38%","3,85%","8,51%","0,80","6,26%","8,19%",ELCI34,bdrs
2019,"0,16%","41,02",-,"16,70","24,94","30,63","24,43","30,01","12,19","5,57","4,96","4,93","28,09","-12,32","0,10","0,14","0,17","0,33","0,66","1,57","77,21%","20,16%","16,42%","12,01%","40,70%","13,57%","24,71%","1,13","6,09%","1,67%",ELCI34,bdrs
2018,-,-,-,-,"18,20","22,79",-,-,"12,92",-,"3,05",-,-,-,"0,18","0,31","0,39","0,37","0,63","1,86","79,22%","19,29%","15,41%","8,10%","23,63%","8,82%","15,12%","1,09","4,01%","7,83%",ELCI34,bdrs
2017,-,-,-,-,"22,29","28,31",-,-,"11,91",-,"3,39",-,-,-,"0,42","0,84","1,06","0,38","0,62","1,76","79,41%","18,47%","14,55%","10,56%","28,49%","10,80%","17,08%","1,02","5,03%","9,73%",ELCI34,bdrs
2016,-,-,-,-,"14,10","17,74",-,-,"9,79",-,"3,04",-,-,-,"0,15","0,26","0,33","0,39","0,61","1,58","80,63%","17,98%","14,30%","9,90%","31,08%","12,09%","21,39%","1,22","6,70%","17,89%",ELCI34,bdrs
2015,-,-,-,-,"16,17","20,29",-,-,"9,90",-,"2,95",-,-,-,"0,02","0,03","0,04","0,44","0,56","1,96","80,52%","18,69%","14,90%","10,10%","29,80%","13,24%","21,70%","1,31","8,41%","40,70%",ELCI34,bdrs
2014,-,-,-,-,"12,94","15,66",-,-,"10,19",-,"3,17",-,-,-,"-0,08","-0,14","-0,17","0,49","0,51","2,35","80,32%","20,17%","16,66%","10,98%","31,12%","15,30%","24,26%","1,39",-%,-%,ELCI34,bdrs
2013,-,-,-,-,"15,45","19,04",-,-,"8,51",-,"2,63",-,-,-,"-0,05","-0,09","-0,11","0,46","0,54","2,22","80,10%","18,47%","14,99%","10,02%","30,89%","14,27%","23,22%","1,42",-%,-%,ELCI34,bdrs
ATUAL,-%,"25,98",-,"16,73","25,87","31,56","22,75","27,75","5,32","3,02","3,43","4,80","13,95","-4,62","2,36","3,21","3,91","0,18","0,82","2,68","70,96%","21,11%","17,31%","18,49%","64,39%","11,64%","11,43%","0,63","44,87%",-%,E2TS34,bdrs
2021,-%,"57,91",-,"45,46","52,61","61,12","51,08","59,35","4,95","7,46","3,89","12,27","39,37","-11,48","2,58","2,90","3,37","0,16","0,84","2,18","71,90%","24,02%","20,67%","21,19%","78,51%","12,88%","14,20%","0,61","44,54%",-%,E2TS34,bdrs
2020,-,-,-,-,"47,00","54,02",-,-,"5,89",-,"2,77",-,-,-,"-0,55","-0,87","-1,00","0,31","0,69","4,17","73,07%","27,16%","23,63%","20,24%","47,04%","14,52%","19,51%","0,72","33,14%",-%,E2TS34,bdrs
2019,-,-,-,-,"34,38","50,76",-,-,"3,43",-,"0,81",-,-,-,"0,20","0,51","0,76","0,26","0,74","4,89","66,88%","18,94%","12,83%","11,72%","23,58%","6,22%","6,88%","0,53","37,01%",-%,E2TS34,bdrs
2018,-,-,-,-,"51,43","70,02",-,-,"3,33",-,"0,64",-,-,-,"-0,80","-3,05","-4,15","0,44","0,56","6,07","68,40%","17,42%","12,80%","12,84%","19,33%","8,59%","7,79%","0,67","42,69%",-%,E2TS34,bdrs
2017,-,-,-,-,"31,01","50,77",-,-,"3,26",-,"0,67",-,-,-,"-0,72","-4,02","-6,59","0,66","0,34","4,29","65,78%","16,10%","9,83%","18,54%","20,61%","13,51%","-1,36%","0,73",-%,-%,E2TS34,bdrs
2016,-,-,-,-,"25,39","259,07",-,-,"2,98",-,"-0,26",-,-,-,"-0,70","-5,44","-55,49","0,59","0,41","4,42","66,21%","12,10%","1,19%","-8,19%","-8,67%","-5,14%","-5,87%","0,63",-%,-%,E2TS34,bdrs
2015,-,-,-,-,"20,39","-367,55",-,-,"2,95",-,"-0,48",-,-,-,"-0,71","-6,87","123,93","0,60","0,40","4,48","64,54%","12,42%","-0,69%","-19,77%","-16,36%","-9,78%","-7,17%","0,49",-%,-%,E2TS34,bdrs
2014,-,-,-,-,"-3,20","5,66",-,-,-,-,-,-,-,-,"-0,24","-3,20","5,66","0,60","0,40","3,07","62,35%","5,64%","-3,20%","-7,79%","-10,35%","-6,19%","-5,60%","0,79",-%,-%,E2TS34,bdrs
